id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence,polarity
hadyelsahar/ar_res_reviews:492,ambience_candidate,temperature_ac,temperature_ac | space_crowding,True,False,بارد,,بارد | زحمه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:500,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:540,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:544,ambience_candidate,decor_furniture,decor_furniture | space_crowding,True,False,,,الديكور | زحمه,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:599,ambience_candidate,smell,general_place_vibe | smell,True,False,المكان | رائحه,,المكان | رائحه,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:600,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,رايق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:615,ambience_candidate,privacy,privacy | general_place_vibe,True,False,المكان,جلسات العوائل,المكان,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:691,ambience_candidate,smell,decor_furniture | smell | seating_comfort | privacy | space_crowding,True,False,رائحه,,الديكور | رائحه | طاوله | عوائل | واسع,البيتزا,5.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:692,ambience_candidate,smell,general_place_vibe | smell,True,False,المكان | رائحه,,المكان | رائحه,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:704,ambience_candidate,seating_comfort,seating_comfort,True,False,,,البارتشن | الجلسات,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:741,ambience_candidate,temperature_ac,general_place_vibe | temperature_ac,True,False,الفرع | حار | عاليه,الفرع حار,التكييف | الفرع | حار,,5.9,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:833,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:893,ambience_candidate,smell,general_place_vibe | outdoor_view | smell | parking | space_crowding,True,False,الفرع | المحل | المطعم | برا | بره | رائحه,,الفرع | المحل | المطعم | برا | بره | رائحه | مواقف | هادي,الاسعار | السعر | ساعتين | طعمه | غالي,9.8,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:899,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المطعم,,المطعم | زحمه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:998,ambience_candidate,outdoor_view,general_place_vibe | outdoor_view | space_crowding,True,False,المطعم | برا,,المطعم | برا | فاضي,,3.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1036,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه,,المطعم | ريحه,الاكل | الدجاج | طعمها,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1043,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه,,المطعم | ريحه,التوصيل | الدجاج,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1067,ambience_candidate,temperature_ac,general_place_vibe | temperature_ac,True,False,المحل | حار,المحل حار,المحل | حار,,4.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1114,ambience_candidate,smell,noise_music | general_place_vibe | temperature_ac | smell,True,False,الفرع | المطعم | رائحه,,اصوات | الفرع | المطعم | حراره | دخان | رائحه,الاكل | الطعام | طعمه,6.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1117,ambience_candidate,seating_comfort,seating_comfort,True,False,,,طاوله,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1141,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المطعم,,المطعم | هادي,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1148,ambience_candidate,seating_comfort,seating_comfort | general_place_vibe,True,False,المطعم,,الجلسات | المطعم,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1155,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم,,المطعم | دخان,الاكل | الفاتوره,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1164,ambience_candidate,decor_furniture,decor_furniture | noise_music,True,False,الارضيه,,الارضيه | مزعج,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1175,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1194,ambience_candidate,temperature_ac,temperature_ac,True,False,,,حراره,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1219,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,المكان,,الديكور | المكان,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1230,ambience_candidate,outdoor_view,outdoor_view,True,False,,,الخارجي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1234,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,المطعم,,الديكور | المطعم,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1240,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الجلسه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1241,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الجلسه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1247,ambience_candidate,seating_comfort,seating_comfort | general_place_vibe | space_crowding,True,False,المكان,,الطاولات | المكان | زحمه,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1250,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1272,ambience_candidate,seating_comfort,seating_comfort | general_place_vibe,True,False,المكان,,القعده | المكان,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1289,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1298,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1312,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,رايق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1316,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1325,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الطاولات,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1336,ambience_candidate,noise_music,noise_music | seating_comfort | general_place_vibe,True,False,المطعم | قديم | قديمه,,الاغاني | الجلسات | المطعم | قديم,,4.9,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1349,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الديكور,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1360,ambience_candidate,noise_music,noise_music | decor_furniture,True,False,,,ازعاج | الديكور,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1383,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1386,ambience_candidate,noise_music,general_place_vibe | noise_music,True,False,المكان,,المكان | مزعج,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1400,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المطعم,,المطعم | هادي,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1424,ambience_candidate,noise_music,general_place_vibe | noise_music,True,False,,,رايق | صجه,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1433,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المطعم,,المطعم | مزدحم,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1434,ambience_candidate,seating_comfort,seating_comfort | decor_furniture | general_place_vibe,True,False,الفرع | زيت,,الجلسه | الديكور | الفرع,,3.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1448,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,المكان,,الديكور | المكان | رايق,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1490,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه,,المطعم | ريحه,البطاطس | الدجاج | اللحم | محروق,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1494,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,الجو,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1509,ambience_candidate,space_crowding,space_crowding,True,False,,,واسع,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1516,ambience_candidate,seating_comfort,seating_comfort | general_place_vibe,True,False,المحل | المكان,,الجلسات | المحل | المكان,,3.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1524,ambience_candidate,seating_comfort,seating_comfort | general_place_vibe,True,False,,,الجلسات | رايق,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1525,ambience_candidate,parking,parking | space_crowding,True,False,,,المواقف | هادي,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1532,ambience_candidate,parking,general_place_vibe | parking,True,False,المطعم,,المطعم | موقف,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1533,ambience_candidate,smell,lighting | decor_furniture | seating_comfort | general_place_vibe | smell,True,False,الطاوله | المطعم | رائحه,,الاضاءه | الديكور | الطاوله | المطعم | رائحه,الاكل | اللحم,5.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1537,ambience_candidate,privacy,privacy | lighting | decor_furniture | general_place_vibe,True,False,,قسم العوائل | اضاءه خافته,الديكور | خصوصيه | رايق,,7.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1544,ambience_candidate,noise_music,noise_music,True,False,,,مزعج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1562,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الجلسات,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1616,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الجلسات,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1620,ambience_candidate,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم | رايق,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1624,ambience_candidate,privacy,privacy,True,False,,,خصوصيه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1654,ambience_candidate,smell,general_place_vibe | smell,True,False,المحل | ريحه | زيت,,المحل | ريحه,الدجاج,2.9,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1668,ambience_candidate,space_crowding,space_crowding,True,False,بارده,,زحمه,,1.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1680,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1694,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1705,ambience_candidate,smell,general_place_vibe | smell,True,False,المحل | ريحه,,المحل | ريحه,السعر,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:1706,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه,,المطعم | ريحه,البرجر | البطاطس,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1743,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المكان,,المكان | ضيق | هادي,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1752,ambience_candidate,seating_comfort,seating_comfort,True,False,,,قزاز,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1759,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | المكان | ريحه,,المطعم | المكان | ريحه,,3.9,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1768,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه,,المطعم | ريحه,البطاطس | اللحمه | مبالغ فيها | مبالغ فيه,2.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:1811,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الديكور,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1818,ambience_candidate,smell,smell,True,False,ريحه,,ريحه,الاكل | البيتزا | الموظف,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:1819,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,رايق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1846,ambience_candidate,space_crowding,space_crowding,True,False,,,فاضي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1864,ambience_candidate,privacy,privacy | seating_comfort | general_place_vibe,True,False,الفرع,جلسات العوائل,الجلسات | الفرع,,4.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1898,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,رايق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1952,ambience_candidate,seating_comfort,general_place_vibe | seating_comfort,True,False,المطعم,,المطعم | حواجز,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1956,ambience_candidate,seating_comfort,seating_comfort,True,False,,جلسات ارضيه,,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:1974,ambience_candidate,seating_comfort,seating_comfort,True,False,عاليه,,طاوله,,1.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1977,ambience_candidate,general_place_vibe,general_place_vibe,True,False,المكان,,الجو | المكان,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:1985,ambience_candidate,seating_comfort,seating_comfort | outdoor_view,True,False,,,الجلسه | تراس,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2006,ambience_candidate,seating_comfort,seating_comfort,True,False,,,الجلسات,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2026,ambience_candidate,smell,smell,True,False,,,شيشه,طعمه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2032,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,الجو,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2041,ambience_candidate,privacy,privacy,True,False,,,مكشوف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2049,ambience_candidate,space_crowding,space_crowding,True,False,,,هادي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2105,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المحل | المكان,,المحل | المكان | زحمه,,3.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2111,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المكان,,المكان | ضيق,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:2112,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2113,ambience_candidate,privacy,privacy,True,False,,,عوائل,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2120,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيق | مخنوق,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:2121,ambience_candidate,smell,smell | decor_furniture | lighting | seating_comfort | general_place_vibe,True,False,المحل | المطعم | المكان | ريحه | زيت,ريحه المكان,الاثاث | الاضاءه | الجلسات | الجو | المحل | المطعم | المكان | ريحه,الاكل | البيتزا | السعر | الوجبه,11.5,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2123,ambience_candidate,temperature_ac,temperature_ac,True,False,,,ثلج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2149,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:2191,ambience_candidate,seating_comfort,seating_comfort | space_crowding,True,False,الطاوله,,الطاوله | زحمه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2216,ambience_candidate,seating_comfort,seating_comfort | privacy,True,False,,,الجلسه | عوائل,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2226,ambience_candidate,smell,general_place_vibe | smell,True,False,المطعم | ريحه | زيت,,المطعم | ريحه,غالي,2.9,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:2238,ambience_candidate,smell,smell,True,False,,,شيشه | معسل,الاكل,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2257,ambience_candidate,smell,general_place_vibe | smell,True,False,المحل | المكان | رائحه,,المحل | المكان | دخان | رائحه,,4.9,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2275,ambience_candidate,seating_comfort,seating_comfort,True,False,,,القعده,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2299,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,المطعم,,الديكور | المطعم,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2348,ambience_candidate,parking,parking,True,False,,,موقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:2352,ambience_candidate,space_crowding,general_place_vibe | space_crowding,True,False,المطعم,,المطعم | زحمه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2400,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,اجواء,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
hadyelsahar/ar_res_reviews:2408,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الديكور,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,0
hadyelsahar/ar_res_reviews:2415,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الديكور,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak,1
