id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence,polarity
hadyelsahar/ar_res_reviews:1540,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,اللحم,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1548,hard_negative_candidate,parking,general_place_vibe | parking,True,True,الفرع,,الفرع | مواقف,الاكل | انتظرنا,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1551,hard_negative_candidate,outdoor_view,outdoor_view | seating_comfort | general_place_vibe,True,True,المطعم | المكان | زيت,,الاطلاله | الجلسات | المطعم | المكان,الخبز | الطعام | الطعم,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1553,hard_negative_candidate,noise_music,noise_music | general_place_vibe,True,True,المطعم | عاليه,,ازعاج | المطعم,الاسعار | الوجبه,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1558,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,,يفتح النفس,,الاسعار | البرجر,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1561,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,البرجر | السعر | الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1564,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الطعم,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1577,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | parking,True,True,الطاوله | الفرع,,الطاوله | الفرع | المدخل,الموظف | الموظفين,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1597,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:1614,hard_negative_candidate,parking,parking | general_place_vibe | seating_comfort,True,True,الفرع | المطعم | المكان | عاليه,,الدخول | الفرع | المطعم | المكان | طاوله,الاكل,6.2,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1618,hard_negative_candidate,seating_comfort,seating_comfort | space_crowding,True,True,,,الجلسات | ضيقه,الاكل,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1638,hard_negative_candidate,outdoor_view,outdoor_view,True,True,,,اطلاله,السعر | الطعام,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1658,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,مافي مجال,,الاسعار | الدجاج,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1708,hard_negative_candidate,temperature_ac,general_place_vibe | bathroom_facilities | temperature_ac,True,True,المطعم | بارد,,المطعم | المغاسل | بارد,الاسعار | البرجر | الخبز | الدجاج | الطعام | اللحم,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1723,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac,True,True,المطعم | بارد,,المطعم | بارد,الاكل | طعمه | غلط | الاكل بارد,2.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:1724,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الطعم,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1734,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المكان,,المكان | هادي,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1742,hard_negative_candidate,parking,general_place_vibe | parking,True,True,الفرع | المحل,,الفرع | المحل | المواقف,الطعام | الموظفين,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1744,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding | parking,True,True,المحل | المكان,,المحل | المكان | مزدحم | مواقف | موقف,الموظف | الموظفين,5.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1745,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | زحمه | ضيق,الاكل | الطعم | غاليه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1751,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,الفرع,,الفرع | رايق,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1753,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الطاولات | المطعم,السعر | ما طلبنا,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1764,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم | عاليه,,المطعم | زحمه,الاسعار | السلطه | الطعام | اللحم,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1769,hard_negative_candidate,,,False,True,,,,ما يستاهل,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:1783,hard_negative_candidate,smell,seating_comfort | general_place_vibe | smell,True,True,الفرع | رائحه,,الجلسه | الفرع | رائحه,الدجاج,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1793,hard_negative_candidate,temperature_ac,temperature_ac | space_crowding,True,True,حار,,حار | زحمه,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1799,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:1805,hard_negative_candidate,space_crowding,space_crowding,True,True,,,زحمه,السلطه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1807,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac | space_crowding,True,True,المحل | المطعم | المكان | بارد,,المحل | المطعم | المكان | بارد | فاضي,الاكل | الطعم | غلط | الاكل بارد,6.2,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1827,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسه,البرجر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1839,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | فاضي,الدجاج | السعر | الشاورما | اللحم | الوجبه | غالي,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1855,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم | عاليه,,المطعم | فاضي,الاسعار | الطعم,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1883,hard_negative_candidate,space_crowding,space_crowding,True,True,,,فاضي,الاكل | التوصيل | الوجبه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1891,hard_negative_candidate,space_crowding,space_crowding,True,True,,,فاضي,الاكل | التوصيل | الوجبه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1892,hard_negative_candidate,space_crowding,space_crowding,True,True,,,فاضي,الاكل | التوصيل | الوجبه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1918,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,السعر | الطعم | غاليه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1930,hard_negative_candidate,decor_furniture,decor_furniture | seating_comfort | general_place_vibe,True,True,المطعم,,الديكور | الطاولات | المطعم,البرجر | الدجاج | غالي,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1931,hard_negative_candidate,privacy,privacy | general_place_vibe | outdoor_view,True,True,المطعم | برا,قسم العوائل,المطعم | برا | رايق,غاليه,5.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1944,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الاكل | السعر | مبالغ فيه,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:1948,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe | parking,True,True,المطعم,,الديكور | المطعم | مواقف,الشاورما,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1949,hard_negative_candidate,parking,general_place_vibe | parking,True,True,المطعم,,المطعم | مواقف,الاسعار | الشاورما,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:1953,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,,يفتح النفس,,الاكل,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1954,hard_negative_candidate,,,False,True,,,,الاسعار | الطعام | مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:1960,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1962,hard_negative_candidate,privacy,general_place_vibe | privacy,True,True,المطعم | عاليه,,المطعم | خصوصيه,الطعام | الطعم,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1964,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الاسعار | مبالغ فيها | مبالغ فيه,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:1967,hard_negative_candidate,seating_comfort,general_place_vibe | seating_comfort,True,True,المطعم,,المطعم | طاوله,السلطه | انتظرنا,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1968,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | outdoor_view,True,True,المطعم,,الجلسات | المطعم | المنظر,النكهه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1971,hard_negative_candidate,outdoor_view,outdoor_view | seating_comfort,True,True,,,الاطلاله | الجلسه,الاكل,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1972,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم | المكان,,الجلسات | المطعم | المكان,البيتزا | التوصيل | الدجاج | السعر | اللحم,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:1988,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,الاجواء | المطعم,الرز,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2030,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,اجواء | المطعم,الاكل | الدجاج | الرز,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2035,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسه,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2037,hard_negative_candidate,noise_music,noise_music,True,True,عالي,صوت عالي,,الاكل | طعمه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2045,hard_negative_candidate,,,False,True,,,,الاكل | الدجاج | السعر | غالي | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:2046,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,السيراميك,غاليه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2051,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,السيراميك,الاسعار,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2053,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المكان,يفتح النفس,المكان,الاكل | مبالغ فيها | مبالغ فيه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2069,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding | parking,True,True,المطعم,,المطعم | زحمه | مواقف,الخبز | الطعم | اللحم,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2072,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاسعار | الاكل | البيتزا,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2074,hard_negative_candidate,noise_music,general_place_vibe | noise_music,True,True,المطعم,,المطعم | موسيقي,الارز | الدجاج | الطعام,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2075,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسه | المطعم,الاسعار | اللحم | طعمها,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2076,hard_negative_candidate,outdoor_view,outdoor_view | seating_comfort | general_place_vibe,True,True,الطاوله | المطعم | المكان,جلسات خارجيه,الطاوله | المطعم | المكان,الاسعار | اللحم,5.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2079,hard_negative_candidate,,,False,True,,,,اللحم | طعمه | مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:2087,hard_negative_candidate,temperature_ac,decor_furniture | seating_comfort | general_place_vibe | temperature_ac,True,True,الطاوله | المطعم | حار,,الديكور | الطاوله | المطعم | حار,الاكل | السعر,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2095,hard_negative_candidate,seating_comfort,seating_comfort | space_crowding,True,True,الطاوله,,الطاوله | هادي,الاكل | السلطه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2100,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسه,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2106,hard_negative_candidate,noise_music,noise_music | seating_comfort,True,True,,,ازعاج | الجلسات,الاكل | غاليه,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2116,hard_negative_candidate,lighting,lighting | general_place_vibe,True,True,المكان,,الاضاءه | المكان,الاكل | الفاتوره | ما طلبت,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2117,hard_negative_candidate,,,False,True,,,,الاسعار | مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:2143,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,ما طلبت,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:2147,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,السعر | تاخر الطلب,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:2150,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,الفرع,,الجلسه | الفرع,الاكل | طعمها,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2162,hard_negative_candidate,,,False,True,,,,الاكل | النادل | انتظرنا | ما طلبنا,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:2183,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الاسعار,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2186,hard_negative_candidate,temperature_ac,privacy | temperature_ac,True,True,بارد,جلسات العوائل,بارد | خصوصيه,الاكل | الاكل بارد | مبالغ فيه,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2187,hard_negative_candidate,,,False,True,,,,مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:2194,hard_negative_candidate,privacy,general_place_vibe | privacy,True,True,المطعم,,المطعم | خصوصيه,الاسعار | الاكل | اللحم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2195,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2196,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الاكل | الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2199,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,قعده,طعمه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2215,hard_negative_candidate,outdoor_view,outdoor_view | decor_furniture | general_place_vibe | parking,True,True,المطعم,,اطلاله | الديكور | المطعم | المواقف,الاسعار | الموظفين,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2229,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المكان,,الكراسي | المكان | طاوله,اسلوب | الطعام,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2235,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,الاجواء | المطعم,الاكل | النادل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2243,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,,,رايق,ما طلبت,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2245,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | noise_music,True,True,الطاوله | المطعم | المكان,,الطاوله | المطعم | المكان | مزعج,الارز | الاكل | الدجاج | الطعم | اللحم | النكهه | بقع,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2248,hard_negative_candidate,outdoor_view,outdoor_view | general_place_vibe,True,True,المحل | المطعم | المكان,,الخارجي | المحل | المطعم | المكان,الشاورما,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2249,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المحل | المكان,,الجدران | المحل | المكان,الاكل,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2276,hard_negative_candidate,smell,general_place_vibe | smell,True,True,ريحه | زيت,,رايق | ريحه,ما اهتم,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2298,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المحل | المطعم,,الجلسات | القعدات | المحل | المطعم | متهالك,الاسعار | الاكل | النادل | جاهز | ساعتين | غالي | ما طلبنا,5.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2304,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | مزدحم,البرجر | الطعم | اللحمه | طلبات,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2305,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2312,hard_negative_candidate,outdoor_view,general_place_vibe | outdoor_view | space_crowding | noise_music,True,True,المطعم | برا,,المطعم | برا | فاضي | موسيقي,الخبز | اللحم | الموظفين | الويتر,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2314,hard_negative_candidate,privacy,general_place_vibe | privacy,True,True,الفرع | المطعم,,الفرع | المطعم | عوايل,البرجر | البطاطس | السعر | الفاتوره | طعمها | غالي,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2327,hard_negative_candidate,temperature_ac,temperature_ac,True,True,,,برد,غلط,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2328,hard_negative_candidate,temperature_ac,temperature_ac | general_place_vibe | space_crowding,True,True,المطعم | المكان,,التكييف | المطعم | المكان | ضيق,الاسعار | البيتزا | الطعام | تطبيق,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2372,hard_negative_candidate,temperature_ac,temperature_ac,True,True,بارد,,بارد,الاكل | الاكل بارد,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:2377,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاكل | الرز | السلطه | الموظفين | النكهه | غاليه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2378,hard_negative_candidate,temperature_ac,seating_comfort | temperature_ac | outdoor_view,True,True,بارد | برا | عاليه,,الجلسات | بارد | برا,الاكل | الرز,3.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2379,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم | زيت,,الجلسات | المطعم,الاكل | الرز | طعمها,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2383,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الاكل | الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2384,hard_negative_candidate,temperature_ac,noise_music | general_place_vibe | temperature_ac,True,True,المكان | بارد,,ازعاج | المكان | بارد,الاكل,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2389,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac | noise_music,True,True,بارد | عالي,,الجو | بارد | مزعج,الاكل | وقت طويل,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2392,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | space_crowding,True,True,المطعم,,الجلسات | المطعم | زحمه,الاسعار,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2398,hard_negative_candidate,temperature_ac,temperature_ac,True,True,بارد,,بارد,الاكل | الاكل بارد,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:2401,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2416,hard_negative_candidate,space_crowding,space_crowding,True,True,حاره,,ضيقه,الطعم,1.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:2429,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,الفرع,,الفرع | زحمه,طعمه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2435,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الاسعار | البطاطس | الخبز | الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2457,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac,True,True,المطعم | حار,,المطعم | حار | رايق,البيتزا | التوصيل | الوجبه | طعمها,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:2473,hard_negative_candidate,parking,parking,True,True,,,موقف,الطعام,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
