id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence
HARD:657,hard_negative_candidate,parking,parking | space_crowding,True,True,,,الدخول | هادي,الموظفه,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:679,hard_negative_candidate,space_crowding,space_crowding,True,True,,,ضيقه,الموظفين,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:692,hard_negative_candidate,decor_furniture,decor_furniture | parking | space_crowding | general_place_vibe,True,True,قديم,الاثاث قديم,المواقف | ضيقه | قديم,السعر,5.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:697,hard_negative_candidate,decor_furniture,decor_furniture | noise_music | space_crowding | general_place_vibe,True,True,قديم,الاثاث قديم,اصوات | الاثاث | ضيقه | قديم,مالح,6.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:710,hard_negative_candidate,smell,smell,True,True,رائحه,,رائحه,السعر | غالي | مبالغ فيه,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:716,hard_negative_candidate,noise_music,noise_music,True,True,,,ازعاج,الموظف,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:757,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المكان | قديمه,,المكان,الاكل | وقت طويل,1.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:766,hard_negative_candidate,outdoor_view,outdoor_view | general_place_vibe | parking,True,True,المكان,,الخارجي | المكان | موقف,طلبات,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:776,hard_negative_candidate,temperature_ac,decor_furniture | temperature_ac | parking | general_place_vibe | noise_music,True,True,الارضيه | المطعم,,الارضيه | التكييف | الدخول | المطعم | المواقف | مزعج,الموظف,6.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:785,hard_negative_candidate,smell,noise_music | smell,True,True,رائحه,,اصوات | رائحه,الموظف,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:788,hard_negative_candidate,parking,parking,True,True,,,الدخول,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:811,hard_negative_candidate,parking,general_place_vibe | parking,True,True,المكان,,المكان | مواقف,صراصير,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:812,hard_negative_candidate,parking,parking,True,True,,,مواقف | موقف,السعر,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:842,hard_negative_candidate,noise_music,noise_music,True,True,عالي,صوت عالي,ازعاج,الموظف | الموظفين,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:849,hard_negative_candidate,parking,parking,True,True,,,موقف,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:858,hard_negative_candidate,parking,general_place_vibe | parking,True,True,المكان,,المكان | المواقف,بطيء,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:884,hard_negative_candidate,smell,decor_furniture | smell,True,True,رائحه,,الاثاث | دخان | رائحه,الاكل | السعر,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:912,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المكان,,الاثاث | المكان,الاسعار,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:930,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe | outdoor_view,True,True,المكان | قديم,الاثاث قديم,الاثاث | الجو | المكان | المنظر | قديم | متهالك,ما طلبت,8.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:937,hard_negative_candidate,temperature_ac,noise_music | temperature_ac,True,True,,,ازعاج | التكييف,السعر,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:947,hard_negative_candidate,temperature_ac,temperature_ac,True,True,,,المكيف,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:978,hard_negative_candidate,temperature_ac,temperature_ac,True,True,حار,,المكيف | حار,اسلوبها | السعر | الطعام | الموظف | مبالغ فيه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:979,hard_negative_candidate,temperature_ac,temperature_ac,True,True,حار,,المكيف | حار,السعر | مبالغ فيه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1005,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,,,اجواء,غالي,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1034,hard_negative_candidate,parking,parking,True,True,,,مواقف,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1068,hard_negative_candidate,temperature_ac,temperature_ac,True,True,بارد,,التكييف | بارد,الطعام,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1075,hard_negative_candidate,noise_music,noise_music | general_place_vibe,True,True,المطعم,,اصوات | المطعم,السعر,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1077,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المكان | عالي,,الاثاث | المكان,الطعام,2.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1125,hard_negative_candidate,space_crowding,space_crowding,True,True,,,ضيق,التوصيل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1126,hard_negative_candidate,outdoor_view,outdoor_view,True,True,,,الاطلاله,الموظفين,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1136,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1149,hard_negative_candidate,lighting,lighting | space_crowding,True,True,,,الاضاءه | ضيق | ضيقه,الاكل | غالي,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1156,hard_negative_candidate,outdoor_view,outdoor_view | general_place_vibe,True,True,المكان,,اطلاله | المكان,ما طلبت,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1172,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | ضيقه,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1174,hard_negative_candidate,parking,parking,True,True,,,موقف,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1181,hard_negative_candidate,privacy,privacy | parking,True,True,,,افراد | الطلعه,ساعتين | مبالغ فيه | مبالغ فيها,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1200,hard_negative_candidate,space_crowding,space_crowding | parking,True,True,,,ضيقه | مواقف,غالي,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1217,hard_negative_candidate,temperature_ac,temperature_ac | general_place_vibe,True,True,عالي,,المكيف | مقفل,اسلوب | السعر,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1223,hard_negative_candidate,outdoor_view,outdoor_view | parking | general_place_vibe | noise_music,True,True,قديم,,السطح | المواقف | قديم | مزعج,مبالغ فيه,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1231,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1233,hard_negative_candidate,temperature_ac,temperature_ac | general_place_vibe | parking,True,True,بارد | قديم,المكيف بارد,المكيف | بارد | قديم | مواقف,الموظف,6.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1252,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,قديم,,قديم | متهالك,مبالغ فيه | مبالغ فيها,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1267,hard_negative_candidate,parking,parking,True,True,,,مواقف,بطيء,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1323,hard_negative_candidate,noise_music,noise_music | decor_furniture | outdoor_view,True,True,بره,,ازعاج | الجدران | الفرش | بره,الاكل,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1333,hard_negative_candidate,noise_music,noise_music,True,True,,,ازعاج,بطيء,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1351,hard_negative_candidate,noise_music,noise_music,True,True,,,ازعاج,الطعام,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1357,hard_negative_candidate,parking,parking,True,True,,,مواقف,بطء,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1373,hard_negative_candidate,parking,parking | decor_furniture | general_place_vibe,True,True,المطعم | عالي | عاليه,,الدخول | المخدات | المطعم,الاكل | الطعام | بقع,3.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1407,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,قديم,الاثاث قديم,الاثاث | قديم,صراصير,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1408,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الفرش,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1410,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1411,hard_negative_candidate,,,False,True,,,,السعر | الموظفين | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1415,hard_negative_candidate,noise_music,noise_music | parking,True,True,,,اطفال | الدخول,الموظفين,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1417,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1438,hard_negative_candidate,,,False,True,,,,السعر | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1459,hard_negative_candidate,space_crowding,space_crowding,True,True,,,هادي,الموظفين,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1476,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الفرش,طلبات,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1495,hard_negative_candidate,,,False,True,,,,السعر | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1497,hard_negative_candidate,,,False,True,,,,السعر | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1525,hard_negative_candidate,temperature_ac,seating_comfort | temperature_ac | privacy,True,True,,,الكراسي | المكيفات | عوائل,السعر | مبالغ فيه | مبالغ فيها,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1540,hard_negative_candidate,,,False,True,,,,مبالغ فيه | مبالغ فيها,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1541,hard_negative_candidate,temperature_ac,temperature_ac,True,True,,,التكييف,السعر | مبالغ فيه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1543,hard_negative_candidate,smell,general_place_vibe | seating_comfort | smell,True,True,ريحه,يفتح النفس,الكنب | ريحه,السعر | الموظفين,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1549,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المكان,,المكان,مبالغ فيه | مبالغ فيها,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1562,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,قديم,الاثاث قديم,قديم,السعر,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1564,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الفرش,غالي,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1566,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1569,hard_negative_candidate,outdoor_view,outdoor_view | decor_furniture,True,True,,,الخارجي | الفرش,السعر | غالي,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1586,hard_negative_candidate,parking,parking,True,True,,,مواقف,الاكل | الموظفين | مبالغ فيه | مبالغ فيها,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1602,hard_negative_candidate,parking,parking | noise_music,True,True,,,الدخول | موسيقي,الموظفين | بطء,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1615,hard_negative_candidate,parking,parking,True,True,,,مواقف,الموظفين,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1620,hard_negative_candidate,parking,parking,True,True,,,الدخول | موقف,بطء,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1671,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,قديم,,الديكور | قديم,اسلوب,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1676,hard_negative_candidate,outdoor_view,outdoor_view,True,True,قديمه,,المنظر,الطعام,1.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1679,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,وقت طويل,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1699,hard_negative_candidate,noise_music,noise_music,True,True,,,ازعاج,الموظفين,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1710,hard_negative_candidate,noise_music,noise_music,True,True,,,اطفال,السعر,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1719,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,عاليه,,الجو,الاسعار,1.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1748,hard_negative_candidate,lighting,lighting,True,True,,,الاضاءه,الاسعار | السعر | مبالغ فيه | مبالغ فيها,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1757,hard_negative_candidate,decor_furniture,decor_furniture | noise_music,True,True,,,الفرش | مزعج,غالي,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1766,hard_negative_candidate,smell,smell,True,True,رائحه,,رائحه,غالي | الحمام مقرف,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1794,hard_negative_candidate,bathroom_facilities,bathroom_facilities,True,True,قديمه,,المغسله,الطعام,1.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1796,hard_negative_candidate,lighting,lighting | parking | decor_furniture | general_place_vibe,True,True,قديم | متسخه,,الاضاءه | الدخول | السيراميك | قديم,السعر | الموظفين | غالي,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1798,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,قديم,الاثاث قديم,الاثاث | قديم,السعر,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1813,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,قديم,,الفرش | قديم,غاليه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1829,hard_negative_candidate,space_crowding,space_crowding,True,True,,,زحمه,السعر | انتظرت | مبالغ فيه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:1831,hard_negative_candidate,,,False,True,,,,وقت طويل,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1839,hard_negative_candidate,,,False,True,,,,السعر | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak
HARD:1857,hard_negative_candidate,seating_comfort,seating_comfort | parking,True,True,,,الطاولات | مواقف,الخبز,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
