id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence
HARD:255,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:257,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:258,ambience_candidate,space_crowding,space_crowding,True,False,,,هادي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:260,ambience_candidate,parking,parking | lighting | space_crowding | general_place_vibe,True,False,قديم | قديمه,ما فيه مواقف,الاضاءه | ضيق | ضيقه | قديم | مواقف,,7.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:261,ambience_candidate,noise_music,noise_music | parking,True,False,,,اصوات | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:266,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,,,الاثاث | متهالك,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:271,ambience_candidate,parking,parking,True,False,,,مواقف | موقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:277,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:281,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:283,ambience_candidate,parking,parking,True,False,,,المواقف | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:284,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:285,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:286,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe | parking,True,False,قديم,الاثاث قديم,قديم | مواقف,,4.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:287,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:289,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:290,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:300,ambience_candidate,space_crowding,space_crowding,True,False,,,زحمه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:313,ambience_candidate,smell,parking | smell,True,False,رائحه,,المدخل | رائحه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:315,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:320,ambience_candidate,smell,parking | smell,True,False,رائحه,,المواقف | رائحه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:324,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:339,ambience_candidate,smell,decor_furniture | noise_music | general_place_vibe | smell,True,False,المكان | رائحه | قديم,الاثاث قديم,ازعاج | الاثاث | المكان | رائحه | قديم,,7.9,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:352,ambience_candidate,lighting,lighting,True,False,,,الاضاءه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:376,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:380,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:381,ambience_candidate,outdoor_view,outdoor_view | seating_comfort | space_crowding,True,False,,,البلكونه | طاوله | وسع,,3.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:395,ambience_candidate,decor_furniture,decor_furniture | parking,True,False,,,الفرش | موقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:396,ambience_candidate,temperature_ac,temperature_ac,True,False,,التكييف سيء,التكييف,,3.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:400,ambience_candidate,smell,noise_music | smell,True,False,رائحه,,ازعاج | رائحه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:404,ambience_candidate,noise_music,noise_music,True,False,,,مزعج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:405,ambience_candidate,privacy,privacy,True,False,,,خصوصيه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:406,ambience_candidate,smell,noise_music | general_place_vibe | smell,True,False,المطعم | المكان | رائحه,,ازعاج | المطعم | المكان | رائحه,,4.9,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:414,ambience_candidate,noise_music,noise_music,True,False,عالي,صوت عالي,الاغاني | مزعج,,4.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:415,ambience_candidate,smell,noise_music | general_place_vibe | smell,True,False,المطعم | المكان | رائحه,,اصوات | المطعم | المكان | رائحه,الاكل,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak
HARD:421,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:423,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,متهالك,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:425,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج | اصوات,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:427,ambience_candidate,noise_music,noise_music | parking | space_crowding,True,False,,,ازعاج | المواقف | ضيقه,,3.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:429,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:431,ambience_candidate,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:446,ambience_candidate,noise_music,noise_music,True,False,قديمه,,اصوات,,1.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:451,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:462,ambience_candidate,parking,parking,True,False,عاليه,,موقف,,1.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:464,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:475,ambience_candidate,space_crowding,space_crowding,True,False,,,مزدحم,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:477,ambience_candidate,temperature_ac,decor_furniture | temperature_ac | noise_music,True,False,الارضيه,,الارضيه | المكيف | مزعج,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:478,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:483,ambience_candidate,decor_furniture,decor_furniture | parking,True,False,,,الاثاث | المواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:488,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,المكان,,الاثاث | المكان,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:491,ambience_candidate,parking,parking,True,False,,,الدخول | المواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:492,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:501,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:503,ambience_candidate,temperature_ac,temperature_ac,True,False,,,المكيف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:504,ambience_candidate,smell,general_place_vibe | smell,True,False,المكان | رائحه,,المكان | رائحه,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:517,ambience_candidate,parking,parking,True,False,,الموقع صعب,,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:521,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:522,ambience_candidate,outdoor_view,outdoor_view,True,False,,,الخارجي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:528,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,قديم,الاثاث قديم,الاثاث | قديم,,4.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:536,ambience_candidate,decor_furniture,decor_furniture | general_place_vibe,True,False,قديم,الاثاث قديم,الاثاث | قديم,,4.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:544,ambience_candidate,decor_furniture,decor_furniture | parking,True,False,,,الاثاث | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:549,ambience_candidate,parking,parking | seating_comfort,True,False,,,الدخول | الكنب,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:554,ambience_candidate,parking,general_place_vibe | parking,True,False,المكان,,المكان | المواقف,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:557,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيقه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:560,ambience_candidate,general_place_vibe,general_place_vibe,True,False,,,الجو,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:574,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الاثاث,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:580,ambience_candidate,outdoor_view,outdoor_view,True,False,,,الاطلاله,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:594,ambience_candidate,noise_music,general_place_vibe | noise_music,True,False,المكان,,المكان | مزعج,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:601,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:604,ambience_candidate,parking,parking,True,False,,,الدخول | المدخل,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:607,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:609,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:611,ambience_candidate,seating_comfort,seating_comfort,True,False,,,طاوله,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:616,ambience_candidate,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:621,ambience_candidate,bathroom_facilities,bathroom_facilities,True,False,,,الصابون,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:629,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:634,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:637,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:645,ambience_candidate,decor_furniture,decor_furniture | parking,True,False,,,الاثاث | المواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:658,ambience_candidate,space_crowding,space_crowding,True,False,,,فاضي,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:660,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:661,ambience_candidate,lighting,lighting,True,False,,,الاناره,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:662,ambience_candidate,parking,parking | space_crowding,True,False,,,المواقف | ضيق,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:663,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:667,ambience_candidate,decor_furniture,decor_furniture | parking,True,False,,,المخدات | المواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:669,ambience_candidate,parking,parking,True,False,,,المواقف | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:671,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:672,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:674,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الاثاث,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:683,ambience_candidate,bathroom_facilities,bathroom_facilities | general_place_vibe,True,False,قديم,دورات المياه سيئه,قديم,,3.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:684,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:689,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:693,ambience_candidate,noise_music,noise_music,True,False,,,اصوات,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:696,ambience_candidate,temperature_ac,temperature_ac | smell | general_place_vibe | noise_music,True,False,رائحه | قديم,,المكيف | رائحه | قديم | مزعج,,4.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:699,ambience_candidate,smell,smell | parking,True,False,رائحه,,رائحه | مواقف,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:702,ambience_candidate,parking,parking,True,False,,,الدخول | موقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:704,ambience_candidate,space_crowding,space_crowding,True,False,,,مزدحم,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:706,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:717,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيقه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:718,ambience_candidate,parking,parking,True,False,,,موقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:722,ambience_candidate,parking,parking,True,False,,,الدخول,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:724,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:725,ambience_candidate,smell,noise_music | smell,True,False,رائحه,,ازعاج | رائحه,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:734,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:739,ambience_candidate,parking,parking,True,False,عالي,,مواقف,,1.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:742,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيقه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:743,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:744,ambience_candidate,outdoor_view,outdoor_view | parking,True,False,,,الخارجي | المواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:745,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:759,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيقه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:760,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | الدخول,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:775,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيق,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:778,ambience_candidate,noise_music,noise_music | parking,True,False,,,ازعاج | اصوات | الدخول,,3.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:779,ambience_candidate,outdoor_view,outdoor_view | parking,True,False,,,الاطلاله | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:786,ambience_candidate,bathroom_facilities,general_place_vibe | bathroom_facilities,True,False,المطعم,,المطعم | مغسله,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:789,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:797,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج | مزعج,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:803,ambience_candidate,parking,parking,True,False,,,المواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:814,ambience_candidate,temperature_ac,temperature_ac | parking,True,False,,,التكييف | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:815,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:818,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:822,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:823,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:829,ambience_candidate,noise_music,noise_music | outdoor_view | parking,True,False,,,ازعاج | اطلاله | مواقف,,3.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:830,ambience_candidate,parking,parking,True,False,,,موقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:831,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:832,ambience_candidate,parking,parking,True,False,,مافي مواقف,مواقف | موقف,,4.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:836,ambience_candidate,parking,parking,True,False,,,موقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:838,ambience_candidate,decor_furniture,decor_furniture,True,False,,,الاثاث,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:839,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:840,ambience_candidate,temperature_ac,temperature_ac | parking,True,False,حار,,حار | موقف,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:844,ambience_candidate,space_crowding,space_crowding,True,False,,,ضيقه,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:848,ambience_candidate,space_crowding,space_crowding | parking,True,False,,,ضيق | مواقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:853,ambience_candidate,parking,parking,True,False,,,مواقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:859,ambience_candidate,parking,parking,True,False,,,المواقف | موقف,,2.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:867,ambience_candidate,noise_music,noise_music,True,False,,,ازعاج,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:872,ambience_candidate,parking,parking,True,False,,,موقف,,1.0,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:881,ambience_candidate,lighting,lighting | general_place_vibe,True,False,قديم,,الاناره | قديم,,2.3,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
HARD:885,ambience_candidate,outdoor_view,general_place_vibe | outdoor_view,True,False,المطعم | قديم,,المطعم | المنظر | قديم,,3.6,unreviewed,"ambience phrase/token present, no hard-negative cue",weak
