id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence,polarity
hadyelsahar/ar_res_reviews:230,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:237,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:239,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:246,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاسعار,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:249,review_needed,outdoor_view,outdoor_view,True,False,برا,,برا,الساندويتش | الطعم | جاهز,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:251,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,غاليه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:257,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:264,review_needed,seating_comfort,seating_comfort | general_place_vibe,True,False,الطاوله | قديم | وسخه,,الطاوله | قديم,الاكل | الخبز | السعر | اللحم,2.9,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:266,review_needed,temperature_ac,general_place_vibe | temperature_ac,True,False,المطعم | حار,,المطعم | حار,البطاطس | الدجاج,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:268,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البطاطس | الدجاج | اللحم,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:269,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البرجر | الدجاج | اللحم,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:270,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,البطاطس | غالي,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:276,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الوجبه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:293,review_needed,temperature_ac,temperature_ac,True,False,بارد | حار,,بارد | حار,طعمها,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:294,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | بارده,,المطعم,البطاطس | الدجاج | الساندويتش | اللحم,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:297,review_needed,temperature_ac,general_place_vibe | temperature_ac,True,False,المطعم | حار,,المطعم | حار,البطاطس | التوصيل | الدجاج | اللحم,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:299,review_needed,,,False,False,بارده | حاره,,,الاسعار,0.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:305,review_needed,,,False,False,عاليه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:310,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,البطاطس,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:313,review_needed,outdoor_view,outdoor_view,True,False,برا,,برا,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:319,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع | المطعم,,الفرع | المطعم,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:322,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:323,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:330,review_needed,,,False,False,زيت,,,الطعام | الطعم,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:331,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,اللحم,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:339,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:343,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:345,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البرجر | غالي,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:346,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الموظف | طعمه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:349,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:350,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:356,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:358,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الطعام,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:359,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البيتزا | اللحم,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:360,review_needed,,,False,False,زيت,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:370,review_needed,,,False,False,عاليه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:372,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:375,review_needed,temperature_ac,temperature_ac,True,False,بارد,,بارد,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:377,review_needed,,,False,False,زيت,,,البيتزا,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:381,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:384,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البيتزا,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:388,review_needed,outdoor_view,outdoor_view,True,False,برا,,برا,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:393,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:399,review_needed,temperature_ac,temperature_ac,True,False,بارد,,بارد,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:401,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع | المطعم,,الفرع | المطعم,البيتزا,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:403,review_needed,general_place_vibe,general_place_vibe,True,False,المحل,,المحل,طعمه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:404,review_needed,,,False,False,زيت,,,البيتزا | الشاورما,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:405,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع | المحل | زيت,,الفرع | المحل,الاكل,2.9,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:409,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل | الطعم,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:420,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الوجبه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:423,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل | مالح,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:429,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع | المطعم,,الفرع | المطعم,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:430,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:431,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:433,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:438,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,طعمه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:439,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:441,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:442,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاكل | الوجبه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:460,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:466,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | المكان,,المطعم | المكان,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:469,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | زيت,,المطعم,الاكل | بقع,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:474,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,البيتزا,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:478,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,التوصيل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:482,review_needed,,,False,False,قديمه,,,الوجبه,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:484,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الاسعار | البطاطس,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:486,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الدجاج,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:489,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الوجبه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:490,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع,,الفرع,الطعم | الكاشير | الموظفين | النكهه | الوجبه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:496,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,التوصيل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:502,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:503,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:511,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع | المطعم,,الفرع | المطعم,الاكل | الخبز,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:521,review_needed,temperature_ac,temperature_ac,True,False,بارد,,بارد,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:522,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الطعام,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
hadyelsahar/ar_res_reviews:546,review_needed,general_place_vibe,general_place_vibe,True,False,الفرع,,الفرع,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,0
hadyelsahar/ar_res_reviews:551,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,التوصيل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak,1
