id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence
HARD:217,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:231,review_needed,outdoor_view,outdoor_view,True,False,برا,,برا,غالي,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:241,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:316,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:325,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:335,review_needed,temperature_ac,temperature_ac,True,False,بارد,,بارد,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:347,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:350,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:353,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:367,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:389,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | المكان,,المطعم | المكان,الاسعار,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:394,review_needed,,,False,False,عالي,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:402,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:409,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:412,review_needed,smell,smell,True,False,ريحه,,ريحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:418,review_needed,smell,smell,True,False,رائحه,,رائحه,اسلوب,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:445,review_needed,smell,smell,True,False,رائحه | عالي,,رائحه,,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:486,review_needed,,,False,False,متسخه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:496,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:505,review_needed,,,False,False,وسخه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:511,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:529,review_needed,,,False,False,وسخ,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:552,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:564,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:566,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:581,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:590,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,غالي,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:624,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:640,review_needed,,,False,False,عالي,,,السعر,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:642,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,الخبز,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:648,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:685,review_needed,,,False,False,وسخ,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:686,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:711,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:719,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:728,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:729,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:740,review_needed,,,False,False,وسخ,,,بطيء,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:758,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:761,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:793,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:796,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:861,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:875,review_needed,,,False,False,وسخ,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:876,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:878,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:879,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:880,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:882,review_needed,general_place_vibe,general_place_vibe,True,False,المكان | قديم,,المكان | قديم,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:890,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:894,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:896,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:897,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:899,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:900,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,السعر,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:910,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,السعر,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:915,review_needed,general_place_vibe,general_place_vibe,True,False,المكان | قديمه,,المكان,غالي,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:922,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,غالي,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:924,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:925,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:928,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:929,review_needed,,,False,False,عاليه,,,الاسعار,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:938,review_needed,,,False,False,قديمه,,,الموظفين,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:939,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:944,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:945,review_needed,general_place_vibe,general_place_vibe,True,False,المكان | قديمه,,المكان,,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:955,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:958,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:962,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:964,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:971,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:973,review_needed,general_place_vibe,general_place_vibe,True,False,المكان | وسخ,,المكان,,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:975,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1001,review_needed,,,False,False,عالي,,,السعر,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1022,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1027,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1029,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1049,review_needed,,,False,False,عالي,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1052,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1058,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1059,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1063,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1064,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1069,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1070,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1071,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1081,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1086,review_needed,,,False,False,عالي,,,السعر,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1089,review_needed,,,False,False,وسخ,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1096,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1114,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1118,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,الطعام,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1120,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1130,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1137,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,بقع,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1151,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1184,review_needed,,,False,False,عالي,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1185,review_needed,,,False,False,عالي,,,غالي,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1186,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1194,review_needed,,,False,False,عالي,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1198,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1220,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1224,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1226,review_needed,,,False,False,وسخ,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1240,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1243,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1245,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1246,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1255,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | قديم,,المطعم | قديم,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1277,review_needed,decor_furniture,decor_furniture,True,False,الارضيه,,الارضيه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1284,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1292,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1315,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1345,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1347,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1379,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1388,review_needed,,,False,False,عالي,,,السعر | الموظفين,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1395,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1406,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,السعر | الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1409,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1433,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1451,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1452,review_needed,smell,smell,True,False,ريحه,,ريحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1466,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1473,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1477,review_needed,smell,smell,True,False,رائحه,,رائحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1488,review_needed,temperature_ac,temperature_ac,True,False,بارد,,بارد,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1492,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1496,review_needed,smell,smell,True,False,ريحه,,ريحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1498,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1499,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1502,review_needed,,,False,False,عالي,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1509,review_needed,,,False,False,عاليه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1515,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1521,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1523,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1524,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1530,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,التوصيل,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1531,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1532,review_needed,smell,smell,True,False,رائحه | وسخ,,رائحه,غالي,1.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1535,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1536,review_needed,,,False,False,عاليه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1553,review_needed,,,False,False,متسخه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1554,review_needed,,,False,False,قديمه,,,غاليه,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1574,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1601,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1617,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1626,review_needed,,,False,False,عاليه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1656,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1657,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1659,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1661,review_needed,smell,smell,True,False,رائحه,,رائحه,الموظفين,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1683,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1690,review_needed,smell,smell,True,False,رائحه,,رائحه,الموظف,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1701,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم | المكان,,المطعم | المكان,,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1736,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1753,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1797,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1836,review_needed,temperature_ac,temperature_ac | general_place_vibe,True,False,بارد | قديم,,بارد | قديم,الاكل,2.6,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1877,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1891,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1899,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,غاليه,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1901,review_needed,smell,smell,True,False,ريحه,,ريحه,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1905,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1906,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1934,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1938,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,السعر,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1950,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1972,review_needed,general_place_vibe,general_place_vibe,True,False,المطعم,,المطعم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:1987,review_needed,general_place_vibe,general_place_vibe,True,False,المكان,,المكان,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:2014,review_needed,general_place_vibe,general_place_vibe,True,False,قديم,,قديم,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:2015,review_needed,temperature_ac,temperature_ac,True,False,حار,,حار,,1.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
HARD:2023,review_needed,,,False,False,قديمه,,,,0.3,unreviewed,only ambiguous risky tokens present - needs human judgment,weak
